"Location","String Value","String Representation","Data Type","Label","Is Ascii","Function Name"
"004f5308","Return current tx power per rate offset.","\"Return current tx power per rate offset.\"","ds","s_Return_current_tx_power_per_rate_004f5308","true",""
"004f5334","txinstpwr","\"txinstpwr\"","ds","s_txinstpwr_004f5334","true",""
"004f5340","Return tx power based on instant TSSI ","\"Return tx power based on instant TSSI \"","ds","s_Return_tx_power_based_on_instant_004f5340","true",""
"004f5368","scansuppress","\"scansuppress\"","ds","s_scansuppress_004f5368","true",""
"004f5378","Suppress all scans for testing.
	0 - allow scans
	1 - suppress scans","\"Suppress all scans for testing.\n\t0 - allow scans\n\t1 - suppress scans\"","ds","s_Suppress_all_scans_for_testing._0_004f5378","true",""
"004f53c4","Start an EVM test on the given channel\, or stop EVM test.
	Arg 1 is channel number 1-14\, or \"off\" or 0 to stop the test.
	Arg 2 is optional rate (1\, 2\, 5.5 or 11)","\"Start an EVM test on the given channel\, or stop EVM test.\n\tArg 1 is channel number 1-14\, or \\"off\\" or 0 to stop the test.\n\tArg 2 is optional rate (1\, 2\, 5.5 or 11)\"","ds","s_Start_an_EVM_test_on_the_given_c_004f53c4","true",""
"004f5468","rateset","\"rateset\"","ds","s_rateset_004f5468","true",""
"004f5470","Returns or sets the supported and basic rateset\, (b) indicates basic
	With no args\, returns the rateset. Args are
	rateset \"default\" | \"all\" | <arbitrary rateset> [-m|-v <list of mcs masks>]
		default - driver defaults
		all - all rates are basic rates
		arbitrary rateset - list of rates
	List of rates are in Mbps and each rate is optionally followed
	by \"(b)\" or \"b\" for a Basic rate. Example: 1(b) 2b 5.5 11
	At least one rate must be Basic for a legal rateset.

	-m  sets HT rates (bitmasks\, 00-ff). Least significant bit is MCS0.
	    example: 'rateset -m 0x3f 0x01' limits rates to MCS0-MCS5 and MCS8

	-v  sets VHT MCS values for each supported count of spatial streams.
	    example: 'rateset -v 3ff 1ff ff' limits vht rates to MCS 0-9 for 1 stream\,
	                             MCS 0-8 for 2 streams\, and MCS 0-7 for 3 streams.","\"Returns or sets the supported and basic rateset\, (b) indicates basic\n\tWith no args\, returns the rateset. Args are\n\trateset \\"default\\" | \\"all\\" | <arbitrary rateset> [-m|-v <list of mcs masks>]\n\t\tdefault - driver defaults\n\t\tall - all rates are basic rates\n\t\tarbitrary rateset - list of rates\n\tList of rates are in Mbps and each rate is optionally followed\n\tby \\"(b)\\" or \\"b\\" for a Basic rate. Example: 1(b) 2b 5.5 11\n\tAt least one rate must be Basic for a legal rateset.\n\n\t-m  sets HT rates (bitmasks\, 00-ff). Least significant bit is MCS0.\n\t    example: 'rateset -m 0x3f 0x01' limits rates to MCS0-MCS5 and MCS8\n\n\t-v  sets VHT MCS values for each supported count of spatial streams.\n\t    example: 'rateset -v 3ff 1ff ff' limits vht rates to MCS 0-9 for 1 stream\,\n\t                             MCS 0-8 for 2 streams\, and MCS 0-7 for 3 streams.\"","ds","s_Returns_or_sets_the_supported_an_004f5470","true",""
"004f57b8","txbf_rateset","\"txbf_rateset\"","ds","s_txbf_rateset_004f57b8","true",""
"004f57c8","Get rateset consisting of OFDM\, HT and VHT rates\, and Broadcom-to-Broadcom
	group of OFDM\, HT and VHT rates by issuing command with no arguments.
	OFDM rates printed are in Mbps\, and each Basic rate in OFDM list is marked
	by (b) behind it.  Example: full list of OFDM rates:
		6(b) 9 12(b) 18 24(b) 36 48 54
	where 6\, 12 and 24 are Basic rates.

	Set synopsis:
		wl txbf_rateset < [ofdm_rate_list] [options ...] >
	OFDM rate specification does not need to mark Basic rates because Basic
	rates are automatically recognized.
	Options are processed in order; thus redundant instances of an option will
	result in only the last instance taking effect for that option.
	Options:
	-m <MCS_bitmask> ...
		Set HT rates by bitmask bytes\, each ranges from 00 through ff\, where
		the least significant bit is MCS0.
		Example: '-m 3f 01' specifies HT rates MCS0 - MCS5 and MCS8.

	-v <VHT_bitmask> ...
		Set VHT rates for each supported count of spatial streams.
		Example: '-v 3ff 1ff ff' specifies VHT rates: MCS0 - MCS9 for 1 stream\,
		MCS0 - MCS8 for 2 streams\, and MCS0 - MCS7 for 3 streams.

	-b
		Set for Broadcom-to-Broadcom group of rates.  Otherwise without
		the -b option\, the standard group of rates are set accordingly.
","\"Get rateset consisting of OFDM\, HT and VHT rates\, and Broadcom-to-Broadcom\n\tgroup of OFDM\, HT and VHT rates by issuing command with no arguments.\n\tOFDM rates printed are in Mbps\, and each Basic rate in OFDM list is marked\n\tby (b) behind it.  Example: full list of OFDM rates:\n\t\t6(b) 9 12(b) 18 24(b) 36 48 54\n\twhere 6\, 12 and 24 are Basic rates.\n\n\tSet synopsis:\n\t\twl txbf_rateset < [ofdm_rate_list] [options ...] >\n\tOFDM rate specification does not need to mark Basic rates because Basic\n\trates are automatically recognized.\n\tOptions are processed in order; thus redundant instances of an option will\n\tresult in only the last instance taking effect for that option.\n\tOptions:\n\t-m <MCS_bitmask> ...\n\t\tSet HT rates by bitmask bytes\, each ranges from 00 through ff\, where\n\t\tthe least significant bit is MCS0.\n\t\tExample: '-m 3f 01' specifies HT rates MCS0 - MCS5 and MCS8.\n\n\t-v <VHT_bitmask> ...\n\t\tSet VHT rates for each supported count of spatial streams.\n\t\tExample: '-v 3ff 1ff ff' specifies VHT rates: MCS0 - MCS9 for 1 stream\,\n\t\tMCS0 - MCS8 for 2 streams\, and MCS0 - MCS7 for 3 streams.\n\n\t-b\n\t\tSet for Broadcom-to-Broadcom group of rates.  Otherwise without\n\t\tthe -b option\, the standard group of rates are set accordingly.\n\"","ds","s_Get_rateset_consisting_of_OFDM\,_H_004f57c8","true",""
"004f5c94","default_rateset","\"default_rateset\"","ds","s_default_rateset_004f5c94","true",""
"004f5ca4","Returns supported rateset of given phy.
	You have to insert following Args
		Arg 1. Phy Type: have to be one of the following: [a\, b\, g\, n\, lp\, ssn\, ht\, lcn\, lcn40\, ac]
		Arg 2. Band Type: 2 for 2.4G or 5 for 5G
		Arg 3. CCK Only: 1 for CCK Only or 0 for CCK and OFDM rates
		Arg 4. Basic Rates: 1 for all rates WITH basic rates or 0 for all rates WITHOUT basic rates
		Arg 5. MCS Rates: 1 for all rates WITH MCS rates or 0 for all rates WITHOUT MCS rates
		Arg 6. Bandwidth: have to be one of the following: [10\, 20\, 40\, 80\, 160]
		Arg 7. TX/RX Stream: \"tx\" for TX streams or \"rx\" for RX streams
		Example: PHY: AC\, Band 2.4G\, CCK rates only\, With Basec rates\, WithOut MCS rates\, BW: 40 and TX streams
		Input: default_rateset ac 2 0 1 0 40 tx
","\"Returns supported rateset of given phy.\n\tYou have to insert following Args\n\t\tArg 1. Phy Type: have to be one of the following: [a\, b\, g\, n\, lp\, ssn\, ht\, lcn\, lcn40\, ac]\n\t\tArg 2. Band Type: 2 for 2.4G or 5 for 5G\n\t\tArg 3. CCK Only: 1 for CCK Only or 0 for CCK and OFDM rates\n\t\tArg 4. Basic Rates: 1 for all rates WITH basic rates or 0 for all rates WITHOUT basic rates\n\t\tArg 5. MCS Rates: 1 for all rates WITH MCS rates or 0 for all rates WITHOUT MCS rates\n\t\tArg 6. Bandwidth: have to be one of the following: [10\, 20\, 40\, 80\, 160]\n\t\tArg 7. TX/RX Stream: \\"tx\\" for TX streams or \\"rx\\" for RX streams\n\t\tExample: PHY: AC\, Band 2.4G\, CCK rates only\, With Basec rates\, WithOut MCS rates\, BW: 40 and TX streams\n\t\tInput: default_rateset ac 2 0 1 0 40 tx\n\"","ds","s_Returns_supported_rateset_of_giv_004f5ca4","true",""
"004f5f90","roam_trigger","\"roam_trigger\"","ds","s_roam_trigger_004f5f90","true",""
"004f5fa0","Get or Set the roam trigger RSSI threshold:
	Get: roam_trigger [a|b]
	Set: roam_trigger <integer> [a|b|all]
	integer -   0: default
	            1: optimize bandwidth
	            2: optimize distance
	    [-1\, -99]: dBm trigger value","\"Get or Set the roam trigger RSSI threshold:\n\tGet: roam_trigger [a|b]\n\tSet: roam_trigger <integer> [a|b|all]\n\tinteger -   0: default\n\t            1: optimize bandwidth\n\t            2: optimize distance\n\t    [-1\, -99]: dBm trigger value\"","ds","s_Get_or_Set_the_roam_trigger_RSSI_004f5fa0","true",""
"004f608c","roam_delta","\"roam_delta\"","ds","s_roam_delta_004f608c","true",""
"004f6098","Set the roam candidate qualification delta. roam_delta [integer [\, a/b]]","\"Set the roam candidate qualification delta. roam_delta [integer [\, a/b]]\"","ds","s_Set_the_roam_candidate_qualifica_004f6098","true",""
"004f60e4","roam_scan_period","\"roam_scan_period\"","ds","s_roam_scan_period_004f60e4","true",""
"004f60f8","Set the roam candidate qualification delta.  (integer)","\"Set the roam candidate qualification delta.  (integer)\"","ds","s_Set_the_roam_candidate_qualifica_004f60f8","true",""
"004f6130","suprates","\"suprates\"","ds","s_suprates_004f6130","true",""
"004f613c","Returns or sets the 11g override for the supported rateset
	With no args\, returns the rateset. Args are a list of rates\,
	or 0 or -1 to specify an empty rateset to clear the override.
	List of rates are in Mbps\, example: 1 2 5.5 11","\"Returns or sets the 11g override for the supported rateset\n\tWith no args\, returns the rateset. Args are a list of rates\,\n\tor 0 or -1 to specify an empty rateset to clear the override.\n\tList of rates are in Mbps\, example: 1 2 5.5 11\"","ds","s_Returns_or_sets_the_11g_override_004f613c","true",""
"004f6224","scan_channel_time","\"scan_channel_time\"","ds","s_scan_channel_time_004f6224","true",""
"004f6238","Get/Set scan channel time","\"Get/Set scan channel time\"","ds","s_Get/Set_scan_channel_time_004f6238","true",""
"004f6254","scan_unassoc_time","\"scan_unassoc_time\"","ds","s_scan_unassoc_time_004f6254","true",""
"004f6268","Get/Set unassociated scan channel dwell time","\"Get/Set unassociated scan channel dwell time\"","ds","s_Get/Set_unassociated_scan_channe_004f6268","true",""
"004f6298","scan_home_time","\"scan_home_time\"","ds","s_scan_home_time_004f6298","true",""
"004f62a8","Get/Set scan home channel dwell time","\"Get/Set scan home channel dwell time\"","ds","s_Get/Set_scan_home_channel_dwell_t_004f62a8","true",""
"004f62d0","scan_passive_time","\"scan_passive_time\"","ds","s_scan_passive_time_004f62d0","true",""
"004f62e4","Get/Set passive scan channel dwell time","\"Get/Set passive scan channel dwell time\"","ds","s_Get/Set_passive_scan_channel_dwe_004f62e4","true",""
"004f630c","scan_nprobes","\"scan_nprobes\"","ds","s_scan_nprobes_004f630c","true",""
"004f631c","Get/Set scan parameter for number of probes to use per channel scanned","\"Get/Set scan parameter for number of probes to use per channel scanned\"","ds","s_Get/Set_scan_parameter_for_numbe_004f631c","true",""
"004f6364","scan_ps","\"scan_ps\"","ds","s_scan_ps_004f6364","true",""
"004f636c","Get/Set scan power optimization enable/disable","\"Get/Set scan power optimization enable/disable\"","ds","s_Get/Set_scan_power_optimization_e_004f636c","true",""
"004f639c","prb_resp_timeout","\"prb_resp_timeout\"","ds","s_prb_resp_timeout_004f639c","true",""
"004f63b0","Get/Set probe response timeout","\"Get/Set probe response timeout\"","ds","s_Get/Set_probe_response_timeout_004f63b0","true",""
"004f63d0","channel_qa","\"channel_qa\"","ds","s_channel_qa_004f63d0","true",""
"004f63dc","Get last channel quality measurment","\"Get last channel quality measurment\"","ds","s_Get_last_channel_quality_measurm_004f63dc","true",""
"004f6400","channel_qa_start","\"channel_qa_start\"","ds","s_channel_qa_start_004f6400","true",""
"004f6414","Start a channel quality measurment","\"Start a channel quality measurment\"","ds","s_Start_a_channel_quality_measurme_004f6414","true",""
"004f6438","ccode_info","\"ccode_info\"","ds","s_ccode_info_004f6438","true",""
"004f6444","Get Country Code Info","\"Get Country Code Info\"","ds","s_Get_Country_Code_Info_004f6444","true",""
"004f645c","country","\"country\"","ds","s_country_004f645c","true",""
"004f6464","Select Country Code for driver operational region
	For simple country setting: wl country <country>
	Where <country> is either a long name or country code from ISO 3166; for example \"Germany\" or \"DE\"

	For a specific built-in country definition: wl country <built-in> [<advertised-country>]
	Where <built-in> is a country country code followed by '/' and regulatory revision number.
	For example\, \"US/3\".
	And where <advertised-country> is either a long name or country code from ISO 3166.
	If <advertised-country> is omitted\, it will be the same as the built-in country code.

	Use 'wl country list [band(a or b)]' for the list of supported countries","\"Select Country Code for driver operational region\n\tFor simple country setting: wl country <country>\n\tWhere <country> is either a long name or country code from ISO 3166; for example \\"Germany\\" or \\"DE\\"\n\n\tFor a specific built-in country definition: wl country <built-in> [<advertised-country>]\n\tWhere <built-in> is a country country code followed by '/' and regulatory revision number.\n\tFor example\, \\"US/3\\".\n\tAnd where <advertised-country> is either a long name or country code from ISO 3166.\n\tIf <advertised-country> is omitted\, it will be the same as the built-in country code.\n\n\tUse 'wl country list [band(a or b)]' for the list of supported countries\"","ds","s_Select_Country_Code_for_driver_o_004f6464","true",""
"004f66f0","country_ie_override","\"country_ie_override\"","ds","s_country_ie_override_004f66f0","true",""
"004f6704","To set/get country ie","\"To set/get country ie\"","ds","s_To_set/get_country_ie_004f6704","true",""
"004f671c","autocountry_default","\"autocountry_default\"","ds","s_autocountry_default_004f671c","true",""
"004f6730","Select Country Code for use with Auto Contry Discovery","\"Select Country Code for use with Auto Contry Discovery\"","ds","s_Select_Country_Code_for_use_with_004f6730","true",""
"004f6770","Join a specified network SSID.
	Usage: join <ssid> [key <0-3>:xxxxx] [imode bss|ibss] [amode open|shared|openshared|wpa|wpapsk|wpa2|wpa2psk|wpanone|ftpsk] [options]
	Options:
	-b MAC\, --bssid=MAC 	BSSID (xx:xx:xx:xx:xx:xx) to scan and join
	-c CL\, --chanspecs=CL 	chanspecs (comma or space separated list)
	prescanned 	uses channel and bssid list from scanresults
	-p\, -passive: force passive assoc scan (useful for P2P)","\"Join a specified network SSID.\n\tUsage: join <ssid> [key <0-3>:xxxxx] [imode bss|ibss] [amode open|shared|openshared|wpa|wpapsk|wpa2|wpa2psk|wpanone|ftpsk] [options]\n\tOptions:\n\t-b MAC\, --bssid=MAC \tBSSID (xx:xx:xx:xx:xx:xx) to scan and join\n\t-c CL\, --chanspecs=CL \tchanspecs (comma or space separated list)\n\tprescanned \tuses channel and bssid list from scanresults\n\t-p\, -passive: force passive assoc scan (useful for P2P)\"","ds","s_Join_a_specified_network_SSID._U_004f6770","true",""
"004f6920","Set or get a configuration's SSID.
	wl ssid [-C num]|[--cfg=num] [<ssid>]
	If the configuration index 'num' is not given\, configuraion #0 is assumed and
	setting will initiate an assoication attempt if in infrastructure mode\,
	or join/creation of an IBSS if in IBSS mode\,
	or creation of a BSS if in AP mode.","\"Set or get a configuration's SSID.\n\twl ssid [-C num]|[--cfg=num] [<ssid>]\n\tIf the configuration index 'num' is not given\, configuraion #0 is assumed and\n\tsetting will initiate an assoication attempt if in infrastructure mode\,\n\tor join/creation of an IBSS if in IBSS mode\,\n\tor creation of a BSS if in AP mode.\"","ds","s_Set_or_get_a_configuration's_SSI_004f6920","true",""
"004f6a60","Set parameters for LEAP authentication
	leap <ssid> <username> <password> [domain]","\"Set parameters for LEAP authentication\n\tleap <ssid> <username> <password> [domain]\"","ds","s_Set_parameters_for_LEAP_authenti_004f6a60","true",""
"004f6ab8","Set or get the list of source MAC address matches.
	wl mac xx:xx:xx:xx:xx:xx [xx:xx:xx:xx:xx:xx ...]
	To Clear the list: wl mac none","\"Set or get the list of source MAC address matches.\n\twl mac xx:xx:xx:xx:xx:xx [xx:xx:xx:xx:xx:xx ...]\n\tTo Clear the list: wl mac none\"","ds","s_Set_or_get_the_list_of_source_MA_004f6ab8","true",""
"004f6b40","macmode","\"macmode\"","ds","s_macmode_004f6b40","true",""
"004f6b48","Set the mode of the MAC list.
	0 - Disable MAC address matching.
	1 - Deny association to stations on the MAC list.
	2 - Allow association to stations on the MAC list.","\"Set the mode of the MAC list.\n\t0 - Disable MAC address matching.\n\t1 - Deny association to stations on the MAC list.\n\t2 - Allow association to stations on the MAC list.\"","ds","s_Set_the_mode_of_the_MAC_list._0_-_004f6b48","true",""
"004f6bf4","Set or get the list of WDS member MAC addresses.
	Set using a space separated list of MAC addresses.
	wl wds xx:xx:xx:xx:xx:xx [xx:xx:xx:xx:xx:xx ...]","\"Set or get the list of WDS member MAC addresses.\n\tSet using a space separated list of MAC addresses.\n\twl wds xx:xx:xx:xx:xx:xx [xx:xx:xx:xx:xx:xx ...]\"","ds","s_Set_or_get_the_list_of_WDS_membe_004f6bf4","true",""
